Quote,Author,Book,Year,Category,Page,Source_Book_ID,Quote_Length,Import_Status,AI_Confidence,Notes
"And moreover, excellent wits ought not to be drawn to the tincture of metals, before they be exercised well in the knowledge of Nature.",,The Rosicrucian Manifestos,,Unknown,,The Rosicrucian Manifestos,135,,61.75,
"so that finally Man might thereby understand his own Nobleness and W orth, and why he is called Microcosmus, and how far his knowledge extendeth in Nature.",,The Rosicrucian Manifestos,,Unknown,,The Rosicrucian Manifestos,155,,61.25,
The good acts of life produce feelings of pleasure and the intensity of attraction incorporates them into the Spirit as soul-power.,,The Rosicrucian Mysteries,,Unknown,,The Rosicrucian Mysteries,131,,72.75,
It is a law in the universe that a wave of spiritual awakening is always followed by a period of doubting materialism;,,The Rosicrucian Mysteries,,Unknown,,The Rosicrucian Mysteries,118,,69.5,
"While the Bible teaches that immortality of the soul is conditional upon well-doing, it makes no distinction in respect of the Spirit.",,The Rosicrucian Mysteries,,Unknown,,The Rosicrucian Mysteries,134,,69.5,
"We must however avow that it is more powerful when it is above, because being below it hath no power save according unto the Will of God.",,The Sacred Magi of Abramelin the Mage B2,,Unknown,,The Sacred Magi of Abramelin the Mage B2,137,,72.25,
"and they can produce no other thing than probable 4 eﬀects, and they have absolutely no power in spiritual and supernatural things;",,The Sacred Magi of Abramelin the Mage B2,,Unknown,,The Sacred Magi of Abramelin the Mage B2,131,,66.75,
"but such a di ﬀerence hath not operation in things Spiritual and Supernatural, being thus useless for (higher) Magical Operations.",,The Sacred Magi of Abramelin the Mage B2,,Unknown,,The Sacred Magi of Abramelin the Mage B2,130,,66.5,
"O cause the Spirits to perform with facility and promptitude all neces- sary Chemical labours and Operations, as regardeth Metals especially.",,The Sacred Magi of Abramelin the Mage B3,,Unknown,,The Sacred Magi of Abramelin the Mage B3,141,,64.75,
It is certain that having obtained this Sacred Wisdom thou mayest dispose of it and communicate it unto three friends;,,The Sacred Magi of Abramelin the Mage B3,,Unknown,,The Sacred Magi of Abramelin the Mage B3,118,,61.5,
"Under (c) whether the Operations of the Chapter in question can be to an extent performed by the “Familiar Spirits,” or not.",,The Sacred Magi of Abramelin the Mage B3,,Unknown,,The Sacred Magi of Abramelin the Mage B3,124,,61.0,
( α) That the Good Spirits and Angelic Powers of Light are superior in power to the Fallen Spirits of Darkness.,,The Sacred Magi of Abramelin the Mage,,Unknown,,The Sacred Magi of Abramelin the Mage,111,,69.75,
"That they are entirely good in nature and operation, the conscient administrators of the Divine Will upon the plane of the material universe;",,The Sacred Magi of Abramelin the Mage,,Unknown,,The Sacred Magi of Abramelin the Mage,141,,68.75,
"It is entirely beyond the scope of this Introduction for me to give here any lengthy dissertation on the natures, good or evil, of Spiritual beings.",,The Sacred Magi of Abramelin the Mage,,Unknown,,The Sacred Magi of Abramelin the Mage,148,,67.0,
"Frederick Nagash Satan's number is six, six being the number of ""the beast"" representing mans carnal nature being set free.",,The Satan Principle,,Unknown,,The Satan Principle,123,,66.75,
"Satan's color is red, red being the color of emotion, Satan being the guardian of lust, anger, happiness, sadness etc…being released.",,The Satan Principle,,Unknown,,The Satan Principle,133,,63.25,
"Satan's element is fire, fire being an appropriate representation of emotional outburst or ritual.",,The Satan Principle,,Unknown,,The Satan Principle,98,,56.5,
"If the above rule be well strictly practised, each day, spiritual wisdom will arise of itself in three months without doubt;",,The Science of Pranayama,,Unknown,,The Science of Pranayama,124,,73.0,
"if you can suspend two inches within, you will get the power of thought-reading, for suspending the breath for three inches, levitation;",,The Science of Pranayama,,Unknown,,The Science of Pranayama,136,,72.0,
"Without Brahmacharya and dietetic regulations if you practise Yogic exercises, you will not get maximum benefit in the spiritual practices.",,The Science of Pranayama,,Unknown,,The Science of Pranayama,139,,68.75,
"A balance of these two is known as the Twilight Condition, which is required for fully awakening the Dragon Within.",,The Scroll of Elorath,,Unknown,,The Scroll of Elorath,115,,68.75,
"Strigoi Vii, although they must feed on human pranic energy (life force) through a ritualized system we call Communion.",,The Scroll of Elorath,,Unknown,,The Scroll of Elorath,119,,65.75,
"Balance is important and with these pleasures comes their opposites of pain, fear, anger, hatred, disappointment and suffering.",,The Scroll of Elorath,,Unknown,,The Scroll of Elorath,127,,63.75,
"we are spiritual beings capable of mass creation and manifestation, which is what separates us from the animals.",,The Second Scroll of Ain - Liber Furvus Ain Deus,,Unknown,,The Second Scroll of Ain - Liber Furvus Ain Deus,112,,68.0,
"We worship life and laugh in the face of death, all member of our order have previously died and have been reborn unto the splendor that is life.",,The Second Scroll of Ain - Liber Furvus Ain Deus,,Unknown,,The Second Scroll of Ain - Liber Furvus Ain Deus,145,,67.75,
"You must find the balance in-between the two selves and live within them, this is known as walking by the eclipse.",,The Second Scroll of Ain - Liber Furvus Ain Deus,,Unknown,,The Second Scroll of Ain - Liber Furvus Ain Deus,114,,64.5,
"This water also called the tinging or blood−color−making stone, being the virtue of the spiritual tincture, without which nothing can be done;",,The Secret Book of Artephius (1),,Unknown,,The Secret Book of Artephius (1),142,,72.5,
"and the solar body is that body which contains the spirit and soul, having the power of fixing in itself, being joined with luna.",,The Secret Book of Artephius (1),,Unknown,,The Secret Book of Artephius (1),129,,70.25,
"it suffices then to dispose the matter sufficiently without, because that within, it sufficiently disposes itself for the perfection of its work.",,The Secret Book of Artephius (1),,Unknown,,The Secret Book of Artephius (1),145,,67.75,
"Hail O Mighty God, for in Thy power alone abideth the Key to all exorcising of Principalities, Powers, Thrones, Angels and Spirits.",,The Secret Grimoire of Turiel,,Unknown,,The Secret Grimoire of Turiel,131,,66.75,
"Let me use Thy ministering spirits and Angels, O Lord, as thereby I may attain true wisdom and knowledge.",,The Secret Grimoire of Turiel,,Unknown,,The Secret Grimoire of Turiel,105,,64.25,
"And in testimony whereof, and before all the Powers of Heaven, I have hereunto set, subscribed, and confirmed my Character unto thee.",,The Secret Grimoire of Turiel,,Unknown,,The Secret Grimoire of Turiel,133,,63.25,
"However, the truth of Crowley’s life during those most formative years of Thelema is almost completely unknown and, certainly, misunderstood.",,The Secret of Aleister Crowley,,Unknown,,The Secret of Aleister Crowley,141,,70.75,
"In reality, he uses the ritual to shock acquaintances and bully people with his supposed magickal powers and Book of Magic Squares.",,The Secret of Aleister Crowley,,Unknown,,The Secret of Aleister Crowley,131,,62.75,
My guess is that “Prince Chioa Kahn” enjoyed being buggered by Arab men more than celebrating the nuptials with his besotted bride.,,The Secret of Aleister Crowley,,Unknown,,The Secret of Aleister Crowley,131,,62.75,
"And lastly, this system is designed for consenting adults making an informed decision to further their own spiritual paths through these methods.",,The Secret to All Magick,,Unknown,,The Secret to All Magick,145,,65.75,
"As dangerous as these methods may be, they also tend to create more powerful practitioners who are better able to defend themselves.",,The Secret to All Magick,,Unknown,,The Secret to All Magick,132,,65.0,
"Our goal is to become like the wind chime where emotion, thought, and energy can pass straight through us unabated.",,The Secret to All Magick,,Unknown,,The Secret to All Magick,115,,64.75,
"sometimes I get them by hypnotizing the patients or by crystal-gazing, and sometimes I read them from the subconscious mind of Nature.",,The Secrets of John Richard Taverner,,Unknown,,The Secrets of John Richard Taverner,134,,67.5,
"Then I noticed a faint luminosity appear in the darkness without, and I saw that a greyish-white film extended outside the window.",,The Secrets of John Richard Taverner,,Unknown,,The Secrets of John Richard Taverner,130,,66.5,
"Is there such a thing as being the spiritual grandfather of a person?” “Generalizations are untrustworthy,” said Taverner.",,The Secrets of John Richard Taverner,,Unknown,,The Secrets of John Richard Taverner,122,,66.5,
"I now bear the invisible mark of the Church of Lucifer and always shall, Zorabia!"" Ring the bell!",,The Self Baptismal into the Glory of Hell By Rev. F. Nagash,,Unknown,,The Self Baptismal into the Glory of Hell By Rev. F. Nagash,97,,52.25,
Before- Before the ritual you will need to have the proper altar as well as the knowledge of how to purify the Chambers.,,The Self Baptismal into the Glory of Hell By Rev. F. Nagash,,Unknown,,The Self Baptismal into the Glory of Hell By Rev. F. Nagash,120,,52.0,
Nagash You must send proof that you preformed this rite to one of the Tribunal members for the Church of Lucifer to recognize your Magickal name and official rank.,,The Self Baptismal into the Glory of Hell By Rev. F. Nagash,,Unknown,,The Self Baptismal into the Glory of Hell By Rev. F. Nagash,163,,49.25,
"It stands before you and the light becomes as a mirror which reflects only you, Devoid of those things that you thought will bring power and respect.",,The Self-Immolation Rite,,Unknown,,The Self-Immolation Rite,149,,66.75,
"There by a sacrificial stone your lover is being hung, Drawn and quartered by black rot skeletons and Other such animated carcasses.",,The Self-Immolation Rite,,Unknown,,The Self-Immolation Rite,132,,65.0,
"With this knowledge, you have the choice to alter your life and The world in which ever way you feel is necessary.",,The Self-Immolation Rite,,Unknown,,The Self-Immolation Rite,114,,64.5,
"that is, and in his case, of those things associated with the former Sumerian Aeon and its associated civilization, the Egyptian.",,"The Septenary, Crowley, and The Origins of The Order of Nine Angles",,Unknown,,"The Septenary, Crowley, and The Origins of The Order of Nine Angles",129,,60.25,
"In that work, all Crowley did was insert his own “law of Thelema” into an already existing pseudo-mystical mish-mash.",,"The Septenary, Crowley, and The Origins of The Order of Nine Angles",,Unknown,,"The Septenary, Crowley, and The Origins of The Order of Nine Angles",117,,59.25,
"[A classic case is John Dee.] Those who fail to integrate them, usually see such workings as ‘pronouncements’ by some supra-personal being or entity:",,"The Septenary, Crowley, and The Origins of The Order of Nine Angles",,Unknown,,"The Septenary, Crowley, and The Origins of The Order of Nine Angles",149,,55.75,
"The Sixth Table of Jupiter assist s in overcoming suits at law, dispute, and at play, and their spir its are at all times ready to render assistance.",,The Seventh Book of Moses,,Unknown,,The Seventh Book of Moses,149,,58.75,
"This Twelfth Table when laid upon the Table or Seal of the Spirits will compel them to appear immediately, and to serve in all things.",,The Seventh Book of Moses,,Unknown,,The Seventh Book of Moses,134,,57.5,
The Tenth Table of the Spirits of Mercury gives wealth in Chemistry. These spirits contribute treasures of the mines.,,The Seventh Book of Moses,,Unknown,,The Seventh Book of Moses,117,,57.25,
"We all, without exception, to a greater or lesser degree, knowingly or unknowingly, are Pirandello characters in search of our author.",,The Shadow,,Unknown,,The Shadow,134,,65.5,
"Beside this picture I would like to place the spectacle of the starry heavens at night, for the only equivalent of the universe within is the universe without;",,The Shadow,,Unknown,,The Shadow,159,,64.25,
"As always, the authentic process of arriving at new meaning began by seeing its reflection and symbolism mirrored in the world without.",,The Shadow,,Unknown,,The Shadow,135,,63.75,
"Often, clubs, orders and other thought trapping devices will trick the individual into accepting a code and ""uniformation"" of like minds.",,The Shadowing Forth of Lucifer,,Unknown,,The Shadowing Forth of Lucifer,137,,72.25,
The inverse pentagram is itself symbol of exploring and controlling the dark side powers which exist within every man and woman.,,The Shadowing Forth of Lucifer,,Unknown,,The Shadowing Forth of Lucifer,128,,70.0,
"(i.e., Astral Projection, Dream Control, ect.) Lucifer is balance in the instance of both Shadow and Light, Blood Red and Jet Black.",,The Shadowing Forth of Lucifer,,Unknown,,The Shadowing Forth of Lucifer,132,,69.0,
"Some wise men well versed in Scriptures, receiving the knowledge of spirit, have declared that even gods like Indra, etc., are non-eternal;",,The Shiva Sanhita or the Hathayoga Pradipika,,Unknown,,The Shiva Sanhita or the Hathayoga Pradipika,139,,74.75,
"As space pervades a jar both in and out, similarly within and beyond this ever changing universe there exists one universal Spirit.",,The Shiva Sanhita or the Hathayoga Pradipika,,Unknown,,The Shiva Sanhita or the Hathayoga Pradipika,131,,70.75,
"WE have said before, that there are other methods of suspending the nerves of consciousness, or physical life besides Pranayama and Pratyahar.",,The Shiva Sanhita or the Hathayoga Pradipika,,Unknown,,The Shiva Sanhita or the Hathayoga Pradipika,142,,70.5,
You will know that you are a spiritual being having a human experience and Divine creative action is taking place through you.,,The Simple Way,,Unknown,,The Simple Way,126,,69.5,
"When your thoughts, your focus and your intent are exclusively on what is wanted, you feel relaxed, joyful and lighthearted about your goal.",,The Simple Way,,Unknown,,The Simple Way,140,,65.0,
Once you understand this you will easily reorganize not-Love thoughts/ideas/emotions and you will simply brush them from your life.,,The Simple Way,,Unknown,,The Simple Way,131,,64.75,
"as such, these “laws” and conventional morality itself are detrimental to the achievement of esoteric Adeptship and esoteric Mastery.",,The Sinister Dialectic and Diabolical Aims of The Order of Nine Angles,,Unknown,,The Sinister Dialectic and Diabolical Aims of The Order of Nine Angles,133,,65.25,
"We are so, because, by causally-being, we have produced and do produce and will produce certain causal changes and effects.",,The Sinister Dialectic and Diabolical Aims of The Order of Nine Angles,,Unknown,,The Sinister Dialectic and Diabolical Aims of The Order of Nine Angles,123,,62.75,
"There are many more things to do, and it is irrelevant to us if people, esoteric-minded or otherwise, understand what we are doing, and why.",,The Sinister Dialectic and Diabolical Aims of The Order of Nine Angles,,Unknown,,The Sinister Dialectic and Diabolical Aims of The Order of Nine Angles,140,,61.0,
"Nature wiU always require the presence of such Sinister beings, whatever the Aeonic current, for without them there is no evolution.",,The Sinister Western Tradition,,Unknown,,The Sinister Western Tradition,132,,73.0,
To seek the advancement of evolution is to enable the Destiny inherent within Life itself to be un~ derstood and implemented.,,The Sinister Western Tradition,,Unknown,,The Sinister Western Tradition,125,,69.25,
"Empowered by pride, the Satanist will not conform to any accepted 'realistic' vision and strat~ egy concerning the evolutionary purpose of Life.",,The Sinister Western Tradition,,Unknown,,The Sinister Western Tradition,144,,68.0,
"Without the sublimation of the Stone, the conversion of the Elements and the extraction of the Principles is impossible;",,The Six Keys of Eudoxus,,Unknown,,The Six Keys of Eudoxus,120,,62.0,
"For Water is the strongest Nature which surmounts and excites the fixed Nature in the Body, that is, rejoices in it."" 8.",,The Six Keys of Eudoxus,,Unknown,,The Six Keys of Eudoxus,120,,62.0,
"and if you have well minded the road which I have pointed out to you, I am sure that you will go straight to the end without straying.",,The Six Keys of Eudoxus,,Unknown,,The Six Keys of Eudoxus,134,,61.5,
"In addition to this I will also give thee might, power and wisdom, to rule over the spirits of heaven and hell.",,The Sixth Book of Moses,,Unknown,,The Sixth Book of Moses,111,,65.75,
The Mystery of the Sixth Seal The Seal of the Power Angels are Potestatum over the Angels and Spirits of all the Elements CONJURATION.,,The Sixth Book of Moses,,Unknown,,The Sixth Book of Moses,134,,61.5,
The most useful ministering ar ch angels of this seal are the following with their Hebrew verbis revelatis Citatiori divinitus coactivis:,,The Sixth Book of Moses,,Unknown,,The Sixth Book of Moses,137,,59.25,
"By muds, I mean of spiritual and intellectual depravity they want you to see their gods' infinite love or DIE!",,The Sixth Scroll of Ain - Mud Religions,,Unknown,,The Sixth Scroll of Ain - Mud Religions,110,,57.5,
"For they know no love, they know not the feeling of a gentle touch and the words of a tender love, or what these things can do for their kind.",,The Sixth Scroll of Ain - Mud Religions,,Unknown,,The Sixth Scroll of Ain - Mud Religions,142,,54.5,
Love to them is attachment and a bond forged in material deeds and not the most intimate emotion and highest magickal working that it is to us.,,The Sixth Scroll of Ain - Mud Religions,,Unknown,,The Sixth Scroll of Ain - Mud Religions,143,,54.25,
"Is former suggested treatment advisable at this time?"" Cayce, disapproving of the electrotherapy as it was being given, ordered its discontinuance.",,The Sleeping Prophet,,Unknown,,The Sleeping Prophet,147,,69.25,
"Several thousand years later, misuse of the laws of natural power caused a stupendous upheaval that split the continent into five islands.",,The Sleeping Prophet,,Unknown,,The Sleeping Prophet,138,,68.5,
"Before the glory of the Resurrection, the concept of reincarnation was not a difficult turn in the spiritual road to everlasting life.",,The Sleeping Prophet,,Unknown,,The Sleeping Prophet,134,,67.5,
"Instantly, the atmosphere changed, achieved the lightness that is usually found within five or ten minutes of my previous cleansing ritual.",,The Spider and the Green Butterfly,,Unknown,,The Spider and the Green Butterfly,139,,70.75,
"Koetting/Baron DePrince creation, left the world and all of its inhabitants in the hands of powerful pantheon of Loa and spirits.",,The Spider and the Green Butterfly,,Unknown,,The Spider and the Green Butterfly,129,,70.25,
"The ""Ti bon Ange,"" or a little guardian angel, is the portion of the spiritual self which is not attached to the Eternal Being at the core.",,The Spider and the Green Butterfly,,Unknown,,The Spider and the Green Butterfly,139,,68.75,
"(4) Hence, an unchangeable law of Nature regulates the generation og everything within the limits of its own particular genus.",,The Stone of the Philosophers,,Unknown,,The Stone of the Philosophers,126,,69.5,
"(15) In space, heavy objects tend downwards, and light objects upwards; those which are neither light nor heavy hold an intermediate position.",,The Stone of the Philosophers,,Unknown,,The Stone of the Philosophers,142,,66.5,
"(24) Only that which has consistency is sensuously perceptible. Elementary fire and air, being naturally subtle, cannot be seen.",,The Stone of the Philosophers,,Unknown,,The Stone of the Philosophers,128,,64.0,
"The gift of mental power comes from God, Divine Being, and if we concentrate our minds on that truth, we become in tune with this great power.",,The Strange Life of Nikola Tesla (1),,Science,,The Strange Life of Nikola Tesla (1),142,,74.5,
"Still another scheme, far more important and attractive, was to derive power from the rotational energy of terrestrial bodies.",,The Strange Life of Nikola Tesla (1),,Science,,The Strange Life of Nikola Tesla (1),126,,65.5,
"able to work thirty-eight years almost without a day’s interruption, and ﬁ nd himself still strong and fresh in body and mind?",,The Strange Life of Nikola Tesla (1),,Science,,The Strange Life of Nikola Tesla (1),126,,65.5,
"The gift of mental power comes from God, Divine Being, and if we concentrate our minds on that truth, we become in tune with this great power.",,The Strange Life of Nikola Tesla,,Science,,The Strange Life of Nikola Tesla,142,,74.5,
"Still another scheme, far more important and attractive, was to derive power from the rotational energy of terrestrial bodies.",,The Strange Life of Nikola Tesla,,Science,,The Strange Life of Nikola Tesla,126,,65.5,
"able to work thirty-eight years almost without a day’s interruption, and ﬁ nd himself still strong and fresh in body and mind?",,The Strange Life of Nikola Tesla,,Science,,The Strange Life of Nikola Tesla,126,,65.5,
"This means, essentially, that if validity is defined as truth then the second requirement given above can never be verified by deduction.",,The Structure of Intelligence by Ben Goertz,,Unknown,,The Structure of Intelligence by Ben Goertz,137,,70.25,
"But even here there is no plausible theory relating thoughts, feelings and ""mind's-eye"" pictures to the microscopic details of the brain.",,The Structure of Intelligence by Ben Goertz,,Unknown,,The Structure of Intelligence by Ben Goertz,137,,70.25,
"to thoughtlike processes such as description, rule following, inference or problem solving."" The theory given here is plainly cognitive in nature.",,The Structure of Intelligence by Ben Goertz,,Unknown,,The Structure of Intelligence by Ben Goertz,146,,69.5,
"Immediately on Rossoula's orders, musicians enter forming an orchestra of assorted Afghan, Indian and Turkestan musical instruments.",,The Struggle of the Musicians,,Unknown,,The Struggle of the Musicians,132,,67.0,
"There is again a moment of complete darkness and oppressive silence, after which the light returns and the picture of the cave disappears.",,The Struggle of the Musicians,,Unknown,,The Struggle of the Musicians,138,,64.5,
"He listens to Rossoula in an absent-minded way and finally, only to get rid of him, agrees to one of his suggestions.",,The Struggle of the Musicians,,Unknown,,The Struggle of the Musicians,117,,63.25,
"Meyer, Marvin; and Smith, Richard (eds). Ancient Christian Magic. Coptic Texts of Ritual Power. San Francisco: HarperSanFrancisco, 1994.",,The Study of Solomonic Magic,,Unknown,,The Study of Solomonic Magic,136,,64.0,
Waite’s “list of the seventy-two spirits…along with their sigils” is reproduced in Christopher McIntosh’s Devil’s Bookshelf (Wellingborough:,,The Study of Solomonic Magic,,Unknown,,The Study of Solomonic Magic,140,,64.0,
"The Liber iuratus, The Liber visionum and Christian Appropriation of Jewish Occultism” by Richard Kieckhefer—both in Conjuring Spirits.",,The Study of Solomonic Magic,,Unknown,,The Study of Solomonic Magic,135,,63.75,
"The ""horror of great darkness"" which is scepticism must ever by broken by some heroic master-soul, intolerant of the cosmic agony.",,The Sword of Song,,Unknown,,The Sword of Song,130,,68.5,
"My soul must utterly dissever 635 Its very silliest thought, belief, From such a God as possible, Its vilest from his worship.",,The Sword of Song,,Unknown,,The Sword of Song,126,,67.5,
"625 Yogi but a I practice then, with conscious power more vigorous Watching my mind, each thought controlling, artist.",,The Sword of Song,,Unknown,,The Sword of Song,118,,67.5,
"Little doubt, our own careless or thoughtless people can unleash forces beyond their control or those aspects of the dark side of the universe.",,The Tantra of Blowing the Mind,,Psychology,,The Tantra of Blowing the Mind,143,,66.25,
"The mind is transformed and above worldly things, but this Kaula ever remains conscious of his path and the practices.",,The Tantra of Blowing the Mind,,Psychology,,The Tantra of Blowing the Mind,118,,65.5,
"But these dark forces are minimal, and only troublesome when we ourselves — or a collection of people — encourage their power and expansion.",,The Tantra of Blowing the Mind,,Psychology,,The Tantra of Blowing the Mind,140,,65.0,
"This being assured, there is no disorder in the world.((A lecture on the Labour Problem.)) {4} CHAPTER IV THE SPRING WITHOUT SOURCE.",,The Tao Teh King and the writings of Kwang Tze,,Magic,,The Tao Teh King and the writings of Kwang Tze,132,,73.0,
"Heaven and earth proceed without motive, but casually in their order of nature, dealing with all things carelessly, like used talismans.",,The Tao Teh King and the writings of Kwang Tze,,Magic,,The Tao Teh King and the writings of Kwang Tze,136,,72.0,
"When these powers((the spirits and the Wise King.)) are in accord, their Good Will produceth the Teh, endowing the people therewith.",,The Tao Teh King and the writings of Kwang Tze,,Magic,,The Tao Teh King and the writings of Kwang Tze,132,,69.0,
Nature is generous and giving but after years of repeated discharge there can be noticed easily a diminution of their sexual appetite.,,The Taoist art of sexual spiritual Love - Mantak Chia,,Magic,,The Taoist art of sexual spiritual Love - Mantak Chia,134,,63.5,
"The Taoists consider the sexual harmony leads automatically to a subtle union of the couple, harmonious with the infinite nature benefic energies.",,The Taoist art of sexual spiritual Love - Mantak Chia,,Magic,,The Taoist art of sexual spiritual Love - Mantak Chia,146,,63.5,
"Sexuality that is not spiritually integrated is a permanent rush for something outside the self, a search for self-security.",,The Taoist art of sexual spiritual Love - Mantak Chia,,Magic,,The Taoist art of sexual spiritual Love - Mantak Chia,124,,63.0,
"but there is a reward also on earth within the bonds of the Order, because this is said to be divine and possessed of the treasures of wisdom.",,The Templar Orders in Freemasonry,,Unknown,,The Templar Orders in Freemasonry,142,,72.5,
The particular Templar Chivalry is represented as an Order connected with and acknowledging nothing else in Freemasonry except the Craft Degrees.,,The Templar Orders in Freemasonry,,Unknown,,The Templar Orders in Freemasonry,145,,63.75,
"There were other considerations, however, which loomed largely, and especially in regard to the sudden proscription which befell the Order in 1307.",,The Templar Orders in Freemasonry,,Unknown,,The Templar Orders in Freemasonry,147,,63.25,
"but there is a reward also on earth within the bonds of the Order, because this is said to be divine and possessed of the treasures of wisdom.",,The Templar Orders of Freemasonry,,Unknown,,The Templar Orders of Freemasonry,142,,72.5,
The particular Templar Chivalry is represented as an Order connected with and acknowledging nothing else in Freemasonry except the Craft Degrees.,,The Templar Orders of Freemasonry,,Unknown,,The Templar Orders of Freemasonry,145,,63.75,
"There were other considerations, however, which loomed largely, and especially in regard to the sudden proscription which befell the Order in 1307.",,The Templar Orders of Freemasonry,,Unknown,,The Templar Orders of Freemasonry,147,,63.25,
"Daemons are natural laws, powers observable in man or in the cosmos which cannot be understood or explained by science/logic.",,The Theatre of Magick,,Unknown,,The Theatre of Magick,125,,71.25,
"The Theatre of Magick 6 Loyola’s conception of duality consists of Chaos and Cosmos, these terms being expressive of states of mind.",,The Theatre of Magick,,Unknown,,The Theatre of Magick,132,,71.0,
"Knowledge is duality, an extension of monistic consciousness, a willed appreciation of one’s relationship with everything that is not self.",,The Theatre of Magick,,Unknown,,The Theatre of Magick,139,,70.75,
"Greater workings have a much deeper power radiating directly from the divine spark, hence why it causes such great change.",,The Third Scroll of Ain - The Scroll of the Blue Angel of Ai,,Unknown,,The Third Scroll of Ain - The Scroll of the Blue Angel of Ai,122,,64.5,
"Of all creatures on the earth, we are graced with what I call ""The Divine Spark"" and what others call a ""Soul"".",,The Third Scroll of Ain - The Scroll of the Blue Angel of Ai,,Unknown,,The Third Scroll of Ain - The Scroll of the Blue Angel of Ai,111,,63.75,
"To acknowledge the magickal self is for the first time, feel the soul/divine spark.",,The Third Scroll of Ain - The Scroll of the Blue Angel of Ai,,Unknown,,The Third Scroll of Ain - The Scroll of the Blue Angel of Ai,83,,60.75,
"O, you hypocrites, who despise the truths taught you by a true physician, who is himself instructed by Nature, and is a son of God himself!",,The Treasure of Treasures by Paracelsus,,Unknown,,The Treasure of Treasures by Paracelsus,139,,64.75,
"5 There is, indeed, diffused through all things a Balsam created by God, without which putrefaction would immediately supervene.",,The Treasure of Treasures by Paracelsus,,Unknown,,The Treasure of Treasures by Paracelsus,128,,64.0,
"and yet when the water is separated from it by Spagyric Art the truth is plainly revealed, though it was unknown to Galen or to Avicenna.",,The Treasure of Treasures by Paracelsus,,Unknown,,The Treasure of Treasures by Paracelsus,137,,60.25,
"Such as, if you were to entrust someone with all of your Occult knowledge and you and that person have a fight, he or she can use your own power against you!!!",,The Trust Factor - Rev. F. Nagash,,Unknown,,The Trust Factor - Rev. F. Nagash,159,,58.25,
"Thomas Thorn This is something I believe in 100 percent, as it builds an invisible barrier of protection around you.",,The Trust Factor - Rev. F. Nagash,,Unknown,,The Trust Factor - Rev. F. Nagash,116,,57.0,
I truthfully only trust a few close friends and family members which even they had to earn my trust.,,The Trust Factor - Rev. F. Nagash,,Unknown,,The Trust Factor - Rev. F. Nagash,100,,53.0,
"Generally speaking, the vast power of ""modern man"" over nature is exercised not by individuals or small groups but by large organizations.",,The Unabomber's Manifesto,,Unknown,,The Unabomber's Manifesto,138,,70.5,
"Modern man as a collective entity--that is, the industrial system--has immense power over nature, and we (FC) regard this as evil.",,The Unabomber's Manifesto,,Unknown,,The Unabomber's Manifesto,130,,68.5,
"The oversocialized person cannot even experience, without guilt, thoughts or feelings that are contrary to the accepted morality;",,The Unabomber's Manifesto,,Unknown,,The Unabomber's Manifesto,129,,68.25,
"This order grew and grew, through the generations, until its wealth and power began to be greater then the Catholic Church, and many other rulers of the day.",,The Value of Baphomet By Vaalpus,,Unknown,,The Value of Baphomet By Vaalpus,157,,58.75,
"Over the following years, they were tortured and interrogated until they confessed to the blasphemies that they were accused of.",,The Value of Baphomet By Vaalpus,,Unknown,,The Value of Baphomet By Vaalpus,128,,58.0,
"The persecution of the Templars continued, directed by the papal decree, throughout the Christian controlled lands.",,The Value of Baphomet By Vaalpus,,Unknown,,The Value of Baphomet By Vaalpus,115,,54.75,
"Elorath1 /elle’or’ath/ – the soul of the Family, the collective will, spirit and consciousness of the SV and the Sanguinarium. See egregore.",,The Vampyre Lexicon,,Unknown,,The Vampyre Lexicon,140,,73.0,
"Elorath1 /elle’or’ath/ – the soul of the Family, the collective will, spirit and consciousness of the SV and the Sanguinarium.",,The Vampyre Lexicon,,Unknown,,The Vampyre Lexicon,126,,69.5,
"Asarai1 /ass’r’aye/ – traditional psychic vampires, parasitic mortal minded or mundane who have an energy deficiency and must feed from pranic energy.",,The Vampyre Lexicon,,Unknown,,The Vampyre Lexicon,150,,68.5,
"none such are possible since Power has passed from Prince, Prophet, & Priest to the mindless mass with neither Blood, Insight, nor Control of the Secret Energy of the Universe.",,The Vindication of Nietsche,,Unknown,,The Vindication of Nietsche,176,,64.0,
"and his Truth is subtly infiltrating the whole Body of the World’s Thought, Every year marks an advance — irrefutable & automatic — towards acceptation.",,The Vindication of Nietsche,,Unknown,,The Vindication of Nietsche,152,,62.0,
"I am the Snake that giveth Knowledge and Delight and bright glory, and stir the hearts of men with drunkenness.",,The Vindication of Nietsche,,Unknown,,The Vindication of Nietsche,111,,61.75,
"preoccupied with the content of the mind, being lost in thought or obsessive trains of thoughts requires skillful handling.",,The Vipassana Retreat,,Unknown,,The Vipassana Retreat,123,,68.75,
"Alternating walking meditation with sitting meditation helps to keep ones meditation practice in balance, and the mind fresh and the body relaxed.",,The Vipassana Retreat,,Unknown,,The Vipassana Retreat,146,,67.5,
"Powerful material can sur- 66 face naturally during vipassana meditation, and most medita - tors can handle this adequately without breaking down.",,The Vipassana Retreat,,Unknown,,The Vipassana Retreat,146,,67.5,
"God's Elect sought each day further, and from hour to hour and day to day saw light and power and divine wisdom increase.",,The Whirling Ecstacy,,Unknown,,The Whirling Ecstacy,121,,66.25,
