New_ID,Title,Title_Display,Alternate Title,Author,Year,Century,Category,Subcategory,Tradition,Keywords,Difficulty,Language,Public Domain,Short Description,Long Description,PDF_File_Name,PDF_Drive_Link,Cover_Image,OCR_Status,AI_Ready,Quote_1,Quote_2,Quote_3,Quote_Page,Featured,Daily_Wisdom_Eligible,Quest_Eligible,Notes,Preview_PDF_Drive_Link,Preview_Ready,Preview_Page_Count
FL_2229,Ultimate NLP Home Study Course,,,,,,,,,,,,,,,Ultimate NLP Home Study Course.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZUZCdUJGeERHbnc/view?usp=drivesdk&resourcekey=0-EVtzEnkyZZrIPqri04SpvQ,,,,,,,,,,,,,,
FL_2230,Typhonian Tradition by Simon Hinton,,,,,,,,,,,,,,,Typhonian Tradition by Simon Hinton.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndmtteEJBeWRHM0E/view?usp=drivesdk&resourcekey=0-rh2b3McipaJ-Sdxe7h4kTQ,,,,,,,,,,,,https://drive.google.com/file/d/1W6sDVBKKjbI_bfQratirijKIeXYr3YG5/view?usp=sharing,True,10.0
FL_2231,Twelve Keys,,,,,,,,,,,,,,,Twelve Keys.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaUt6OWNNV1hPeG8/view?usp=drivesdk&resourcekey=0-SGknuI4FtVCHKhfaiXFCnw,,,,,,,,,,,,https://drive.google.com/file/d/1SPZV9Eqqpkg-omERswv2hqArSPUNlQO_/view?usp=sharing,True,10.0
FL_2232,Truth About Darkness - Rev. S. Nagash,,,,,,,,,,,,,,,Truth About Darkness - Rev. S. Nagash.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbUp4cHNtM2JHbFk/view?usp=drivesdk&resourcekey=0-m3Yb8lwZv3lhQUWM9xg0Fw,,,,,,,,,,,,https://drive.google.com/file/d/1mW7Cf-01xTLZ2oJhgVPRyqtlP--Cf0OT/view?usp=sharing,True,10.0
FL_2233,True History of Witchcraft,,,,,,,,,,,,,,,True History of Witchcraft.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRTNxZlNXamUzcUk/view?usp=drivesdk&resourcekey=0-HcpRTfXkDiLMv6EVFZGUBA,,,,,,,,,,,,https://drive.google.com/file/d/1gFH_-iEmGiok2bndzzGZ3ClkNA70FiU0/view?usp=sharing,True,10.0
FL_2234,Triumphanl Chariot of Antomy,,,,,,,,,,,,,,,Triumphanl Chariot of Antomy.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYkFLLU5DenlyOWc/view?usp=drivesdk&resourcekey=0-ePr231WTkDt9nwSjnFgPVQ,,,,,,,,,,,,https://drive.google.com/file/d/1k93FE5zYZBixJ93AFv_9NoEaE_ayJWgS/view?usp=sharing,True,10.0
FL_2235,Trithemius - The Arte Of Drawing Spirits Into Crystals,,,,,,,,,,,,,,,Trithemius - The Arte Of Drawing Spirits Into Crystals.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQ0VKcVRRZTRSVTQ/view?usp=drivesdk&resourcekey=0-CKx_pmn1fPMnywFUM_duSQ,,,,,,,,,,,,https://drive.google.com/file/d/1MeUMHgO_irYstQ0rc1speZja65RVjlsh/view?usp=sharing,True,10.0
FL_2236,Tried and Tested Advanced Magick,,,,,,,,,,,,,,,Tried and Tested Advanced Magick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWVUyLV8tekFpXzQ/view?usp=drivesdk&resourcekey=0-2EjqP7Ks_p9ahA_NbELF3A,,,,,,,,,,,,https://drive.google.com/file/d/1RnMV1IF6G0DlaUOxrDLhVo5sIEJ-vLiO/view?usp=sharing,True,10.0
FL_2237,Tree Of Evil,,,,,,,,,,,,,,,Tree Of Evil.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUUZPSDFteGJvT1k/view?usp=drivesdk&resourcekey=0-73_x7SQJM1s-g8OFRQ_pGg,,,,,,,,,,,,https://drive.google.com/file/d/1OQvBMqV-DKEpPH_G8HM998m3dabT2azI/view?usp=sharing,True,10.0
FL_2238,Tree Cults in Northern Magic,,,,,,,,,,,,,,,Tree Cults in Northern Magic.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWmhKRjdTRnVLdzA/view?usp=drivesdk&resourcekey=0-6xPsUmnAiyP1PSPUMfGq4A,,,,,,,,,,,,https://drive.google.com/file/d/1o-J6IrnSfkdTIcaZXiIHaX2CoPUP4pOL/view?usp=sharing,True,10.0
FL_2239,Treatise On Astral Projection,,,,,,,,,,,,,,,Treatise On Astral Projection.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZk9leWdiTnVGWU0/view?usp=drivesdk&resourcekey=0-3RTx-T_kcb8Z3JpIkgWgrQ,,,,,,,,,,,,https://drive.google.com/file/d/1dglhCmMeMD6PqgAm_fRiy3zxQ8sIhPwM/view?usp=sharing,True,10.0
FL_2240,Treating nonsense with nonsense - Strategies for a better life,,,,,,,,,,,,,,,Treating nonsense with nonsense - Strategies for a better life.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUlB6SXhTdUMweFk/view?usp=drivesdk&resourcekey=0-6_YgoKtChe40AKorOW3qJQ,,,,,,,,,,,,https://drive.google.com/file/d/1eNUrOpFLhDd0x-Lb1gLBspJZwjPY1nVS/view?usp=sharing,True,10.0
FL_2241,Treasure of Treasures,,,,,,,,,,,,,,,Treasure of Treasures.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMDhoZmx5ai11STQ/view?usp=drivesdk&resourcekey=0-p8dGOLUDuLyb-5JjRDcFGQ,,,,,,,,,,,,https://drive.google.com/file/d/1Fj0xH9JCj2w--OttdcpvAvmRSVej1peI/view?usp=sharing,True,10.0
FL_2242,Transforming the Mind,,,,,,,,,,,,,,,Transforming the Mind.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYTRqWVNYaU9jTms/view?usp=drivesdk&resourcekey=0-EjDhKahAW95qLDfKQ0mM-A,,,,,,,,,,,,https://drive.google.com/file/d/1Fu6itVVNaeZXwTpla-UvxRVU1VbTULig/view?usp=sharing,True,10.0
FL_2243,Transforming Problems Into the Dharma Path,,,,,,,,,,,,,,,Transforming Problems Into the Dharma Path.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWk81d3Vhc1ZPY2c/view?usp=drivesdk&resourcekey=0-qHP9UZjLXYOb6RT-UdwSfw,,,,,,,,,,,,https://drive.google.com/file/d/15eXTXWDkM0-a9Dt8s00xFeMtmFbZ_rKZ/view?usp=sharing,True,10.0
FL_2244,Transcendental Dependent Arising,,,,,,,,,,,,,,,Transcendental Dependent Arising.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMkVuTlNqYnR1MUE/view?usp=drivesdk&resourcekey=0-R4-T9Mw9r8vKad5CjyLQtQ,,,,,,,,,,,,https://drive.google.com/file/d/1SWfFlNB-qnb5v1Ra1XgRWSYMAUk0Jd7R/view?usp=sharing,True,10.0
FL_2245,Training To See Auras V4,,,,,,,,,,,,,,,Training To See Auras V4.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnSEtxYXpHTGlwWVE/view?usp=drivesdk&resourcekey=0-JUVXU8NNwcmnbmE9fb958g,,,,,,,,,,,,https://drive.google.com/file/d/18tRsbY8lb_CsdMnK2xkfns4zblzvGIcB/view?usp=sharing,True,10.0
FL_2246,Training the Mind By Rev. F. Nagash,,,,,,,,,,,,,,,Training the Mind By Rev. F. Nagash.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWTFCREMwUC1rOTQ/view?usp=drivesdk&resourcekey=0-UEHy6YuaEkMDfi2ni-a6ew,,,,,,,,,,,,https://drive.google.com/file/d/1Qa4dHDOFUavAx6rcBwzVlH3NDZE8e4iO/view?usp=sharing,True,10.0
FL_2247,Traditional Satanism,,,,,,,,,,,,,,,Traditional Satanism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZXpKbXNQNzdDSDQ/view?usp=drivesdk&resourcekey=0-PbARuNkhnXDmgTJxAsqM5Q,,,,,,,,,,,,https://drive.google.com/file/d/1aekb2Tj9r-xg8NLeRL77OUIlml6kRvF3/view?usp=sharing,True,10.0
FL_2248,To Understand Buddhism,,,,,,,,,,,,,,,To Understand Buddhism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnS1g1aTQtZnVxYms/view?usp=drivesdk&resourcekey=0-d1q7_l2HAJ4LaplKa38hRA,,,,,,,,,,,,https://drive.google.com/file/d/1-xnG4fUyUPS4hAHAS2UGFJdfJXG6t0Lo/view?usp=sharing,True,10.0
FL_2249,Tiphareth,,,,,,,,,,,,,,,Tiphareth.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndi1QZ3UzR1pVTjg/view?usp=drivesdk&resourcekey=0-I6htRHPSHAyR8SpbY3Hvlw,,,,,,,,,,,,https://drive.google.com/file/d/12MEHZRnc_unMmW6a-UTi8Sq6FiV2q7Gv/view?usp=sharing,True,10.0
FL_2250,Tincture and Oil of Antimony,,,,,,,,,,,,,,,Tincture and Oil of Antimony.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnZF9NRDhwa2hlWkk/view?usp=drivesdk&resourcekey=0-7NzOFEn0XNSrQDlfOFWeXw,,,,,,,,,,,,https://drive.google.com/file/d/1FSiLmwllsPiBG6IcWhmHVMZQqS-RL7M1/view?usp=sharing,True,10.0
FL_2251,Time,,,,,,,,,,,,,,,Time.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnM3E0cWEtSm9UVmM/view?usp=drivesdk&resourcekey=0-KJ1wmRTJOu2M6lofyemgZw,,,,,,,,,,,,https://drive.google.com/file/d/10XDwxQmExz01wgvwIk_oFw95jdPADlbp/view?usp=sharing,True,10.0
FL_2252,Timing in Greater and Lesser Black Magic,,,,,,,,,,,,,,,Timing in Greater and Lesser Black Magic.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaFdaSVNLcXBzZzA/view?usp=drivesdk&resourcekey=0-hflWC8AEGWTk7p_HruTcCg,,,,,,,,,,,,https://drive.google.com/file/d/1j9ksA5DidE1Z74Yxi3oBKqbOrPPhAOlZ/view?usp=sharing,True,10.0
FL_2253,Thus Spake Zarathustra,,,,,,,,,,,,,,,Thus Spake Zarathustra.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaXV1S3dQZHNiRHM/view?usp=drivesdk&resourcekey=0-YPfO9z7tHPTWyQqF3AU9ng,,,,,,,,,,,,https://drive.google.com/file/d/1qY5C0ELBygWwE4UgmA7qGo1EpFM05EGP/view?usp=sharing,True,10.0
FL_2254,Thumbs Up,,,,,,,,,,,,,,,Thumbs Up.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYXYtWGpKanhPYlk/view?usp=drivesdk&resourcekey=0-SgJDM_i4Qbc9K1yJiuOuWw,,,,,,,,,,,,https://drive.google.com/file/d/12lggJ2BobJqp-z6OPAWapBU_sYuU66gV/view?usp=sharing,True,10.0
FL_2255,Three Teachings,,,,,,,,,,,,,,,Three Teachings.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnc05fcFdxc1otaTA/view?usp=drivesdk&resourcekey=0-kKs7XywiQcjtPuJLvQAShQ,,,,,,,,,,,,https://drive.google.com/file/d/1qLBtkcPCB7dNGIFW3rG0wPZ8CMnCYgC6/view?usp=sharing,True,10.0
FL_2256,Three Green Books - Druidism,,,,,,,,,,,,,,,Three Green Books - Druidism.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMHVMaWxRbHZlQjg/view?usp=drivesdk&resourcekey=0-vIgHCcQh2tqwa7-dx8mTMA,,,,,,,,,,,,https://drive.google.com/file/d/1_eTejp2_u_P4JNaanluD5e40uUEAUTIU/view?usp=sharing,True,10.0
FL_2257,Three Books of Occult Philosophy,,,,,,,,,,,,,,,Three Books of Occult Philosophy.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnX0p2RUFCNUZ3eUU/view?usp=drivesdk&resourcekey=0-aGyFI-idLApWiXppo23lzg,,,,,,,,,,,,https://drive.google.com/file/d/19akW8SaCoBNgO5hTEAQY5lAWu4P_YaaS/view?usp=sharing,True,10.0
FL_2258,Thoughts on Seth,,,,,,,,,,,,,,,Thoughts on Seth.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnY3U4c1Y1SzFPLWc/view?usp=drivesdk&resourcekey=0-8a9rhVHOGEmebi-C3a19Ig,,,,,,,,,,,,https://drive.google.com/file/d/15iSdVKBUD-Eb8UCv9y6nabdWN5UrM7lt/view?usp=sharing,True,10.0
FL_2259,Thought Pyramid,,,,,,,,,,,,,,,Thought Pyramid.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYk12UHhMMThXUnc/view?usp=drivesdk&resourcekey=0-yGmjRPMevJUrbzMviNuYKg,,,,,,,,,,,,https://drive.google.com/file/d/1jvC2BHtlZfsOhFRCo11sc38TofX_Vn1J/view?usp=sharing,True,10.0
FL_2260,Thought Power,,,,,,,,,,,,,,,Thought Power.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnckowZDFNQzF0Y00/view?usp=drivesdk&resourcekey=0-wOOZDAjnVgehSU3e9KP4bQ,,,,,,,,,,,,https://drive.google.com/file/d/1UrDAJ0foF3JV8hhfcZ3ZpxLX0SRk95e9/view?usp=sharing,True,10.0
FL_2261,Thien Tao - or - The Synagogue of Satan,,,,,,,,,,,,,,,Thien Tao - or - The Synagogue of Satan.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRFh3azBLWnM1cWc/view?usp=drivesdk&resourcekey=0-dijpAwZ1mWGH8Noa_4zx0Q,,,,,,,,,,,,https://drive.google.com/file/d/1Rp6sKaiLNBy8Kzfj08Us7k4np0iu1S1X/view?usp=sharing,True,10.0
FL_2262,Theory of Sigils,,,,,,,,,,,,,,,Theory of Sigils.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWDloTFBJVnhjMTA/view?usp=drivesdk&resourcekey=0-pJN38SxIIFkvNPazBh7zrw,,,,,,,,,,,,https://drive.google.com/file/d/1hde3Du1VjWcnXxfHbw3VBRBv48lLM0NG/view?usp=sharing,True,10.0
FL_2263,Theatre of Terrestrial Astronomy,,,,,,,,,,,,,,,Theatre of Terrestrial Astronomy.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnYVBrd0ViUkNKZFE/view?usp=drivesdk&resourcekey=0-eVxCqOu2MNMXU12FSOEnaA,,,,,,,,,,,,https://drive.google.com/file/d/1zFwZ48IKobhQBVlKlJOasErkRRrlj1Ui/view?usp=sharing,True,10.0
FL_2264,Theatre of Magick,,,,,,,,,,,,,,,Theatre of Magick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRHVfaXNPMDhWYXM/view?usp=drivesdk&resourcekey=0-unsnkGtvKpRUIGhxXRpjPA,,,,,,,,,,,,https://drive.google.com/file/d/1WxyfPZG0NXFHWp57TEG6MA66VRkGXcGW/view?usp=sharing,True,10.0
FL_2265,The20Shadowed20Ones,,,,,,,,,,,,,,,The20Shadowed20Ones.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaFdoTm1xbmtFaU0/view?usp=drivesdk&resourcekey=0-VMzo8O30CtdJET4uzI6ZnQ,,,,,,,,,,,,https://drive.google.com/file/d/1aKuQftC5lyR0XUReIKT76rNOJXjuMHEl/view?usp=sharing,True,10.0
FL_2266,The Yoni Tantra,,,,,,,,,,,,,,,The Yoni Tantra.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWlZISVgxMGUycG8/view?usp=drivesdk&resourcekey=0-zwtAi5qdaXRhbus3kjoS7A,,,,,,,,,,,,https://drive.google.com/file/d/1mQQj7rmPjOYC3IhxyFwa5GqfILQKfU2D/view?usp=sharing,True,10.0
FL_2267,The Yoga System,,,,,,,,,,,,,,,The Yoga System.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnODZPWTVWRUxuS0U/view?usp=drivesdk&resourcekey=0-tOUaKbN98gqnw-CGI7b_1A,,,,,,,,,,,,https://drive.google.com/file/d/1cbUU72pwahfsqtgmUMD9eTI0vKVBasyW/view?usp=sharing,True,10.0
FL_2268,The Witchcult in Western Europe,,,,,,,,,,,,,,,The Witchcult in Western Europe.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQldGS2Y0b2FHN2M/view?usp=drivesdk&resourcekey=0-odbXLstGFEl7E5PyRtDyxg,,,,,,,,,,,,https://drive.google.com/file/d/1QvktRHLAjcWsDnQy0dbCcOhLj9DPLJog/view?usp=sharing,True,10.0
FL_2269,The Witch Cult of Zos vel Thanatos,,,,,,,,,,,,,,,The Witch Cult of Zos vel Thanatos.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUHpwWmxzNkJsWlk/view?usp=drivesdk&resourcekey=0-Y1LAivEyKlGZFEcOlT_5qQ,,,,,,,,,,,,https://drive.google.com/file/d/15cjU7IzaJ_Q8xdYL1BWZQupPKou8AuwL/view?usp=sharing,True,10.0
FL_2270,The Will By Rev. S. Nagash,,,,,,,,,,,,,,,The Will By Rev. S. Nagash.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTFEzNHhMRnp3WEE/view?usp=drivesdk&resourcekey=0-T39-7ztwXSfxc7eniO6TPg,,,,,,,,,,,,https://drive.google.com/file/d/1uhmoIhGW6fXv4XVDwU00v4yx_aN479B-/view?usp=sharing,True,10.0
FL_2271,The Whirling Ecstacy,,,,,,,,,,,,,,,The Whirling Ecstacy.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mndUJSRTRvZk9wenc/view?usp=drivesdk&resourcekey=0-aBmd6X8OyhkcsbkvF4MDdg,,,,,,,,,,,,https://drive.google.com/file/d/1_rM73F99nNufcaSPMQdDzYNOcm8fQ59y/view?usp=sharing,True,10.0
FL_2272,The Vipassana Retreat,,,,,,,,,,,,,,,The Vipassana Retreat.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNkZBV1ByMGxQTWM/view?usp=drivesdk&resourcekey=0-RIqbz79AqE1VdKlbz2WqNg,,,,,,,,,,,,https://drive.google.com/file/d/1qGlwg7RMfZLYIPAB2U30eAxBDKbDh53o/view?usp=sharing,True,10.0
FL_2273,The Vindication of Nietsche,,,,,,,,,,,,,,,The Vindication of Nietsche.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnbmRlT1lVUGdGMmM/view?usp=drivesdk&resourcekey=0-EMxXKDoP06Iz327xZ8-w0Q,,,,,,,,,,,,https://drive.google.com/file/d/1nlKyVvnHJ7l9Q3Pkodj92xxIz742Urem/view?usp=sharing,True,10.0
FL_2274,The vaticans finances,,,,,,,,,,,,,,,The vaticans finances.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMW1jaVdVY05OWDg/view?usp=drivesdk&resourcekey=0-fVuqk6iaHH0oPDjCgcKsgQ,,,,,,,,,,,,https://drive.google.com/file/d/1_d9AFLeYPRZ_TlNAuUdvI4VIx03xu2BN/view?usp=sharing,True,10.0
FL_2275,The Vampyre Lexicon,,,,,,,,,,,,,,,The Vampyre Lexicon.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mneWZLM3JXRGotUUU/view?usp=drivesdk&resourcekey=0-jVj6F1VXnTk9CYrdH2ailQ,,,,,,,,,,,,https://drive.google.com/file/d/1RVcthzZ_hvnJ0wV1PYqhxFD8pGADQYU5/view?usp=sharing,True,10.0
FL_2276,The Value of Baphomet By Vaalpus,,,,,,,,,,,,,,,The Value of Baphomet By Vaalpus.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnS3JJVlEybnFDTG8/view?usp=drivesdk&resourcekey=0-hfOGBeRzglAQyW2xrD-Z5A,,,,,,,,,,,,https://drive.google.com/file/d/1ZpB09VJTdGe5s6qJGo-mtoxcFU1DGQ0G/view?usp=sharing,True,10.0
FL_2277,The Trust Factor - Rev. F. Nagash,,,,,,,,,,,,,,,The Trust Factor - Rev. F. Nagash.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnb0hRQV9ncmgwYXc/view?usp=drivesdk&resourcekey=0-1ivftBFJDk-9bi87LiGlZw,,,,,,,,,,,,https://drive.google.com/file/d/1MVYYKc6Jcg4_4MxNGqgFt-dLtHXPPKVw/view?usp=sharing,True,10.0
FL_2278,The Treasure of Treasures by Paracelsus,,,,,,,,,,,,,,,The Treasure of Treasures by Paracelsus.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnWTFBYUN2OHRBRTQ/view?usp=drivesdk&resourcekey=0-qPKYD0BpHWclp0p0hJM3gg,,,,,,,,,,,,https://drive.google.com/file/d/15ng31fzCJV-wp4khWxOhncbVA6wdkGdW/view?usp=sharing,True,10.0
FL_2279,The Third Scroll of Ain - The Scroll of the Blue Angel of Ai,,,,,,,,,,,,,,,The Third Scroll of Ain - The Scroll of the Blue Angel of Ai.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnLWJnOGRYQ3lxaUE/view?usp=drivesdk&resourcekey=0-FjlA-hcYjkHZpDTxOzlW1w,,,,,,,,,,,,https://drive.google.com/file/d/1RbqsNFLV1kioCLWp7cWn-d0tvaOE85dK/view?usp=sharing,True,10.0
FL_2280,The Theatre of Magick,,,,,,,,,,,,,,,The Theatre of Magick.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnejFwS0xXVFRBcnM/view?usp=drivesdk&resourcekey=0-DWValz4JXuqZ63sF0QnJhQ,,,,,,,,,,,,https://drive.google.com/file/d/1Kn8h_P6cgWd8WwuTOlNRIcfaTw-9yT7m/view?usp=sharing,True,10.0
FL_2281,The Templar Orders of Freemasonry,,,,,,,,,,,,,,,The Templar Orders of Freemasonry.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnUzlzQVJuYnNBZmM/view?usp=drivesdk&resourcekey=0-CcCLup599zJMevzfzAqbSw,,,,,,,,,,,,https://drive.google.com/file/d/17j888XWfB8SCEcCXA1RMnRNsOG5rCVmJ/view?usp=sharing,True,10.0
FL_2282,The Templar Orders in Freemasonry,,,,,,,,,,,,,,,The Templar Orders in Freemasonry.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRTZTU3d0djRkMjA/view?usp=drivesdk&resourcekey=0-V0CCXc8yAUk6EBqHMy0cuA,,,,,,,,,,,,https://drive.google.com/file/d/1CaOqYe1ixZ4BvdNoNw2mgFS1PF-viwmQ/view?usp=sharing,True,10.0
FL_2283,The Tarot,,,,,,,,,,,,,,,The Tarot.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTWc3cGVxRnAxVjQ/view?usp=drivesdk&resourcekey=0-aGvTuek-7zLbtUJ57ImsYQ,,,,,,,,,,,,https://drive.google.com/file/d/1ua1pT6lnV1vr6CBQrXCvu-0Ln7YiKGNA/view?usp=sharing,True,10.0
FL_2284,The Taoist art of sexual spiritual Love - Mantak Chia,,,,,,,,,,,,,,,The Taoist art of sexual spiritual Love - Mantak Chia.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnV2g3N2JRY18zS1U/view?usp=drivesdk&resourcekey=0-_hr5-uzW_tFAUn14GOGQ8w,,,,,,,,,,,,https://drive.google.com/file/d/1uBasuhuryvHd8ti-5ru9-9ldCLW9a8am/view?usp=sharing,True,10.0
FL_2285,The Tao Teh King and the writings of Kwang Tze,,,,,,,,,,,,,,,The Tao Teh King and the writings of Kwang Tze.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTEQ3bXJ0TUZqcHc/view?usp=drivesdk&resourcekey=0-kgL2ED4_JqAkB7MfHGqwPw,,,,,,,,,,,,https://drive.google.com/file/d/1WT64a_EjPqgwt8h3-uLFLecdEHFt23Ex/view?usp=sharing,True,10.0
FL_2286,The Tantra of Blowing the Mind,,,,,,,,,,,,,,,The Tantra of Blowing the Mind.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaDFWRmNaSHNCQkU/view?usp=drivesdk&resourcekey=0--JCiAJR0ndwT9_k3wBxPjg,,,,,,,,,,,,https://drive.google.com/file/d/1EIR17_U0IKRWATgxrcfxHqdDFnws2Xkj/view?usp=sharing,True,10.0
FL_2287,The Sword of Song,,,,,,,,,,,,,,,The Sword of Song.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnV3BNR1FhdmRIbUk/view?usp=drivesdk&resourcekey=0-Ad47aSO2Vu7K-CbD-EvTzQ,,,,,,,,,,,,https://drive.google.com/file/d/1yoYKxWg4FfyTb7olMjoTsSXkmAJxea8r/view?usp=sharing,True,10.0
FL_2288,The Study of Solomonic Magic,,,,,,,,,,,,,,,The Study of Solomonic Magic.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnTFZSOXcyOHBDTXc/view?usp=drivesdk&resourcekey=0-qI0qrN-UfAhi7IR1VJEepQ,,,,,,,,,,,,https://drive.google.com/file/d/1iyIO5H5VQeoAvJySh99TauwFfr8wDUEH/view?usp=sharing,True,10.0
FL_2289,The Struggle of the Musicians,,,,,,,,,,,,,,,The Struggle of the Musicians.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnU1J1RHhvUk9fRzg/view?usp=drivesdk&resourcekey=0-plhTotqAokoS21dufox9Fw,,,,,,,,,,,,https://drive.google.com/file/d/1dFuZ-dzI_NhdEhFjo2dYPLU-Cn3j3BSh/view?usp=sharing,True,10.0
FL_2290,The Structure of Intelligence by Ben Goertz,,,,,,,,,,,,,,,The Structure of Intelligence by Ben Goertz.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnRWxUVEJpbXFBMTA/view?usp=drivesdk&resourcekey=0-qO-6G_Ce9aRcW8S6uq4ybg,,,,,,,,,,,,https://drive.google.com/file/d/1hDUj7T59Czbg3iL7DSP6mMYvQK18yIir/view?usp=sharing,True,10.0
FL_2291,The Stone of the Philosophers,,,,,,,,,,,,,,,The Stone of the Philosophers.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnNlpSSDJPQVBnUTg/view?usp=drivesdk&resourcekey=0-tLjLKfvI-e0QuCPfoYguRw,,,,,,,,,,,,https://drive.google.com/file/d/1kQkjyD3tFFYt2gr00JMNxpDN3tYjd7h6/view?usp=sharing,True,10.0
FL_2292,The Spider and the Green Butterfly,,,,,,,,,,,,,,,The Spider and the Green Butterfly.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnX0FSWmhqUW5NVDg/view?usp=drivesdk&resourcekey=0-spa2vF3lJkwbw-KYR4ZazA,,,,,,,,,,,,https://drive.google.com/file/d/1hZmAYQ1ugycJyMpbWyvUb-OvfIlbtpFm/view?usp=sharing,True,10.0
FL_2293,The Sleeping Prophet,,,,,,,,,,,,,,,The Sleeping Prophet.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnMU93b3FZVG0xVHM/view?usp=drivesdk&resourcekey=0-gNiWS3j2MXULGJDSpF89Aw,,,,,,,,,,,,https://drive.google.com/file/d/1mxa7Fo-xmLEfX3gNokrLhSwTiioOzwsR/view?usp=sharing,True,10.0
FL_2294,The Sixth Scroll of Ain - Mud Religions,,,,,,,,,,,,,,,The Sixth Scroll of Ain - Mud Religions.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnQURJMUtkeXN4bXc/view?usp=drivesdk&resourcekey=0-aArRSUfxqWimCSbLdKVSsg,,,,,,,,,,,,https://drive.google.com/file/d/1iJ6EO5CgY41pxjFGWe7hsjVDr-M0FpOK/view?usp=sharing,True,10.0
FL_2295,The Sixth Book of Moses,,,,,,,,,,,,,,,The Sixth Book of Moses.pdf,https://drive.google.com/file/d/0B7BPjB4fO2mnaEp2b09HNTg0anM/view?usp=drivesdk&resourcekey=0-92y6DiBEC2ck000MWNjGZA,,,,,,,,,,,,https://drive.google.com/file/d/1vTDe3CsvZDVCT_Z5KPMep58vAF8Barsz/view?usp=sharing,True,10.0
